Date,Open,High,Low,Close,Adj Close,Volume
2016-02-25,56.130001,57.029999,56.040001,57.009998,49.220245,14473300
2016-02-26,57.639999,58.110001,57.139999,57.540001,49.677841,20947500
2016-02-29,57.410000,57.610001,56.290001,56.299999,48.607258,19554100
2016-03-01,56.759998,59.200001,56.669998,59.200001,51.111015,23958100
2016-03-02,59.200001,59.900002,58.959999,59.759998,51.594490,20943100
2016-03-03,59.580002,59.959999,59.099998,59.959999,51.767170,15790600
2016-03-04,60.099998,60.549999,59.529999,60.049999,51.844860,18459000
2016-03-07,59.540001,60.049999,59.320000,59.939999,51.749901,12832400
2016-03-08,59.209999,59.500000,58.680000,58.779999,50.748402,14132900
2016-03-09,59.150002,59.540001,58.680000,59.119999,51.041943,13238800
2016-03-10,59.590000,59.669998,57.810001,58.610001,50.601631,21139200
2016-03-11,59.389999,59.509998,58.650002,59.340000,51.231888,21055000
2016-03-14,59.150002,59.310001,58.599998,59.119999,51.041943,13436100
2016-03-15,58.540001,59.209999,58.430000,59.200001,51.111015,10910500
2016-03-16,58.980000,59.750000,58.470001,58.919998,50.869278,17423900
2016-03-17,58.770000,59.130001,57.990002,58.750000,50.722504,19405700
2016-03-18,60.049999,60.970001,59.660000,60.480000,52.216122,29570200
2016-03-21,60.220001,60.820000,59.959999,60.459999,52.198845,12684400
2016-03-22,59.990002,60.580002,59.619999,60.240002,52.008904,12042700
2016-03-23,60.340000,60.509998,59.860001,59.939999,51.749901,11658700
2016-03-24,59.299999,59.509998,58.869999,59.480000,51.352745,12921200
2016-03-28,59.529999,59.750000,59.180000,59.400002,51.283684,11159700
2016-03-29,59.330002,59.330002,58.529999,59.029999,50.964237,15933400
2016-03-30,59.459999,60.230000,59.380001,59.709999,51.551331,13307100
2016-03-31,59.450001,59.930000,59.110001,59.220001,51.128281,14904700
2016-04-01,59.020000,60.060001,58.560001,59.869999,51.689461,15417500
2016-04-04,59.439999,59.570000,58.959999,59.200001,51.489426,12305000
2016-04-05,58.590000,58.830002,58.209999,58.360001,50.758827,12886600
2016-04-06,58.180000,58.880001,57.950001,58.810001,51.150227,12167900
2016-04-07,58.259998,58.430000,57.070000,57.320000,49.854282,19226800
2016-04-08,57.709999,58.580002,57.689999,57.740002,50.219585,13547700
2016-04-11,57.910000,58.880001,57.910000,58.200001,50.619659,17627800
2016-04-12,58.340000,59.389999,58.200001,59.279999,51.559002,17779200
2016-04-13,60.480000,62.160000,60.380001,61.790001,53.742085,37516800
2016-04-14,61.689999,62.910000,61.610001,62.590000,54.437878,24249900
2016-04-15,62.880001,62.900002,61.450001,61.869999,53.811657,19290700
2016-04-18,61.639999,62.580002,61.529999,62.270000,54.159561,13813100
2016-04-19,62.549999,63.480000,62.549999,63.320000,55.072803,19255600
2016-04-20,63.480000,64.309998,63.150002,64.239998,55.872982,14594400
2016-04-21,64.260002,64.660004,63.340000,63.599998,55.316330,15395800
2016-04-22,63.639999,64.379997,63.639999,63.970001,55.638142,12444700
2016-04-25,63.599998,63.950001,63.150002,63.599998,55.316330,10687200
2016-04-26,63.810001,64.070000,63.330002,63.930000,55.603359,12048000
2016-04-27,63.860001,64.639999,63.599998,64.110001,55.759907,15284100
2016-04-28,63.639999,64.419998,63.349998,63.599998,55.316330,12852500
2016-04-29,63.090000,63.610001,62.700001,63.200001,54.968441,16376400
2016-05-02,63.689999,64.000000,63.139999,63.790001,55.481590,10247300
2016-05-03,62.900002,62.910000,61.799999,62.560001,54.411797,19120300
2016-05-04,61.750000,62.259998,61.270000,61.570000,53.550732,17030200
2016-05-05,61.599998,62.000000,61.060001,61.240002,53.263718,14033900
2016-05-06,60.700001,61.680000,60.590000,61.599998,53.576828,11057900
2016-05-09,61.369999,61.889999,61.049999,61.209999,53.237629,11197100
2016-05-10,61.549999,62.259998,61.349998,62.040001,53.959522,11897200
2016-05-11,61.970001,62.599998,61.810001,61.810001,53.759483,11254000
2016-05-12,62.270000,62.560001,61.369999,61.770000,53.724686,11071700
2016-05-13,61.700001,62.400002,61.020000,61.200001,53.228924,15122300
2016-05-16,61.209999,61.990002,61.000000,61.660000,53.629009,10951300
2016-05-17,61.430000,62.160000,61.150002,61.660000,53.629009,12180900
2016-05-18,61.700001,64.169998,61.689999,64.040001,55.699028,24007100
2016-05-19,63.529999,64.220001,62.900002,63.389999,55.133682,16076200
2016-05-20,63.860001,64.190002,63.369999,63.509998,55.238060,11862000
2016-05-23,63.450001,63.869999,63.160000,63.459999,55.194569,9347500
2016-05-24,63.939999,64.769997,63.810001,64.540001,56.133904,13839400
2016-05-25,64.940002,66.199997,64.919998,65.519997,56.986267,18935200
2016-05-26,65.570000,65.580002,64.910004,65.029999,56.560089,9428400
2016-05-27,65.209999,65.459999,65.050003,65.430000,56.907990,10116000
2016-05-31,65.730003,65.820000,64.959999,65.269997,56.768826,15139400
2016-06-01,64.760002,65.919998,64.260002,65.690002,57.134125,14031000
2016-06-02,65.519997,65.809998,65.160004,65.809998,57.238495,10637600
2016-06-03,64.250000,64.860001,63.549999,64.639999,56.220875,20261700
2016-06-06,64.639999,65.760002,64.599998,65.279999,56.777534,13193500
2016-06-07,65.449997,65.739998,65.040001,65.059998,56.586178,9924100
2016-06-08,64.930000,65.480003,64.919998,65.250000,56.751434,9428000
2016-06-09,64.790001,64.900002,64.269997,64.750000,56.316551,10817800
2016-06-10,63.930000,64.070000,63.580002,63.840000,55.525078,16678400
2016-06-13,63.480000,64.339996,63.259998,63.270000,55.029316,14314900
2016-06-14,62.680000,63.470001,61.680000,62.080002,53.994312,19509300
2016-06-15,62.410000,62.980000,61.910000,61.970001,53.898640,16982100
2016-06-16,61.450001,62.299999,60.900002,62.220001,54.116081,16791200
2016-06-17,62.299999,62.709999,61.930000,62.279999,54.168259,15751500
2016-06-20,63.450001,63.849998,62.340000,62.369999,54.246532,12213200
2016-06-21,62.730000,63.000000,62.139999,62.950001,54.750992,11611600
2016-06-22,62.950001,63.709999,62.680000,62.709999,54.542255,12643500
2016-06-23,63.700001,64.150002,63.529999,64.050003,55.707729,16583600
2016-06-24,60.480000,61.700001,59.340000,59.599998,51.837315,44108700
2016-06-27,58.709999,58.750000,57.049999,57.610001,50.106510,37300700
2016-06-28,59.189999,59.549999,58.259998,59.520000,51.767738,29088700
2016-06-29,60.360001,61.209999,60.000000,61.200001,53.228924,21483000
2016-06-30,61.630001,62.189999,61.020000,62.139999,54.046501,21343600
2016-07-01,61.660000,62.009998,61.160000,61.259998,53.695892,14217800
2016-07-05,60.450001,60.599998,59.099998,59.549999,52.197029,23357700
2016-07-06,59.009998,60.290001,58.759998,60.189999,52.758007,20429800
2016-07-07,60.520000,61.139999,60.160000,60.580002,53.099846,13771400
2016-07-08,61.330002,62.169998,61.330002,61.830002,54.195503,16998800
2016-07-11,62.419998,62.950001,62.139999,62.270000,54.581169,13151400
2016-07-12,63.029999,63.560001,62.889999,63.200001,55.396347,16588100
2016-07-13,63.080002,63.430000,62.639999,63.160000,55.361286,18526900
2016-07-14,64.739998,64.980003,64.050003,64.120003,56.202740,28985900
2016-07-15,64.750000,64.800003,63.610001,64.180000,56.255333,17607100
2016-07-18,64.129997,64.400002,63.900002,63.959999,56.062504,10824400
2016-07-19,63.610001,64.099998,63.459999,63.860001,55.974846,9737400
2016-07-20,64.110001,64.230003,63.709999,63.930000,56.036209,10411100
2016-07-21,64.000000,64.180000,63.630001,63.689999,55.825840,9808700
2016-07-22,63.900002,64.089996,63.599998,64.040001,56.132622,8195700
2016-07-25,63.980000,64.169998,63.680000,63.869999,55.983616,8168300
2016-07-26,63.980000,64.260002,63.709999,64.129997,56.211514,8067800
2016-07-27,64.080002,64.690002,64.059998,64.330002,56.386822,11806800
2016-07-28,64.000000,64.190002,63.720001,64.099998,56.185211,10013400
2016-07-29,63.799999,64.290001,63.750000,63.970001,56.071262,13210400
2016-08-01,64.150002,64.309998,63.610001,63.799999,55.922256,11422600
2016-08-02,63.590000,64.010002,63.380001,63.650002,55.790783,13550000
2016-08-03,63.689999,64.669998,63.650002,64.660004,56.676067,13122300
2016-08-04,64.489998,64.820000,64.269997,64.559998,56.588413,9873000
2016-08-05,65.139999,66.370003,65.070000,66.300003,58.113579,20752700
2016-08-08,66.070000,66.489998,65.839996,66.099998,57.938267,11359200
2016-08-09,66.180000,66.279999,65.690002,65.870003,57.736660,10097000
2016-08-10,65.919998,66.070000,65.160004,65.279999,57.219517,11556100
2016-08-11,65.269997,65.690002,65.019997,65.459999,57.377285,9604500
2016-08-12,64.970001,65.349998,64.860001,65.320000,57.254570,7685400
2016-08-15,65.559998,65.830002,65.459999,65.720001,57.605183,8371600
2016-08-16,65.360001,65.959999,65.239998,65.709999,57.596420,10128900
2016-08-17,65.800003,65.980003,65.540001,65.889999,57.754204,11868100
2016-08-18,65.620003,65.989998,65.529999,65.949997,57.806786,9313600
2016-08-19,65.720001,65.910004,65.220001,65.860001,57.727894,9084900
2016-08-22,65.750000,65.879997,65.410004,65.800003,57.675304,9055600
2016-08-23,66.070000,66.339996,65.760002,65.769997,57.649006,8949600
2016-08-24,65.989998,66.230003,65.769997,65.949997,57.806786,10167200
2016-08-25,65.910004,66.139999,65.790001,66.070000,57.911961,9978700
2016-08-26,66.330002,66.879997,65.849998,66.220001,58.043434,14038600
2016-08-29,66.489998,67.099998,66.459999,66.949997,58.683308,14583100
2016-08-30,66.949997,67.599998,66.949997,67.500000,59.165398,13791200
2016-08-31,67.459999,67.769997,66.860001,67.500000,59.165398,14952300
2016-09-01,67.639999,67.720001,66.650002,67.209999,58.911217,12226500
2016-09-02,67.400002,67.580002,66.980003,67.489998,59.156624,13720700
2016-09-06,67.500000,67.550003,66.709999,67.440002,59.112804,16649400
2016-09-07,67.160004,67.589996,66.959999,67.160004,58.867374,10070400
2016-09-08,67.220001,67.680000,67.000000,67.250000,58.946266,12253000
2016-09-09,67.029999,67.430000,66.639999,66.650002,58.420361,19686900
2016-09-12,66.139999,67.300003,65.760002,67.059998,58.779728,16453000
2016-09-13,66.110001,66.860001,65.820000,66.529999,58.315170,18876100
2016-09-14,66.269997,67.250000,66.209999,66.400002,58.201225,12648600
2016-09-15,66.290001,66.930000,66.089996,66.639999,58.411598,12531300
2016-09-16,66.089996,66.260002,65.440002,65.820000,57.692825,25161500
2016-09-19,66.150002,66.639999,65.849998,66.190002,58.017136,13466900
2016-09-20,66.750000,66.849998,66.239998,66.459999,58.253815,10092200
2016-09-21,66.839996,67.129997,66.309998,66.839996,58.586895,14116800
2016-09-22,66.989998,67.419998,66.839996,67.389999,59.068974,12781700
2016-09-23,67.389999,67.900002,67.180000,67.250000,58.946266,13967400
2016-09-26,66.599998,66.800003,65.540001,65.779999,57.657776,16408100
2016-09-27,65.410004,66.410004,65.110001,66.360001,58.166172,13711400
2016-09-28,66.580002,66.769997,65.989998,66.709999,58.472939,11278000
2016-09-29,66.699997,67.209999,65.349998,65.650002,57.543835,18727200
2016-09-30,66.080002,67.059998,66.080002,66.589996,58.367767,21680100
2016-10-03,66.349998,66.919998,66.260002,66.510002,58.297642,14901700
2016-10-04,66.209999,67.180000,66.099998,66.599998,58.800888,17226900
2016-10-05,66.889999,68.070000,66.800003,67.690002,59.763241,16280000
2016-10-06,67.730003,67.970001,67.050003,67.870003,59.922165,17485000
2016-10-07,67.790001,68.180000,67.400002,68.110001,60.134064,18497000
2016-10-10,68.339996,69.059998,68.230003,68.639999,60.601997,13027500
2016-10-11,68.500000,68.820000,67.930000,68.309998,60.310646,15657100
2016-10-12,68.260002,68.589996,68.050003,68.129997,60.151707,11899800
2016-10-13,67.459999,67.870003,66.820000,67.739998,59.807400,17890000
2016-10-14,68.800003,69.029999,67.300003,67.519997,59.613140,24163800
2016-10-17,67.419998,67.790001,66.739998,67.169998,59.304138,14963400
2016-10-18,67.849998,68.209999,67.540001,67.699997,59.772053,11870300
2016-10-19,67.809998,68.500000,67.809998,68.349998,60.345955,12705800
2016-10-20,68.080002,68.680000,67.940002,68.260002,60.266491,14122000
2016-10-21,67.809998,68.529999,67.699997,68.489998,60.469563,12175700
2016-10-24,68.970001,69.050003,68.500000,68.870003,60.805073,10197100
2016-10-25,68.879997,68.930000,68.379997,68.800003,60.743267,9945100
2016-10-26,68.370003,69.250000,68.370003,69.129997,61.034611,9801300
2016-10-27,69.489998,69.769997,69.099998,69.230003,61.122902,14210700
2016-10-28,69.529999,69.550003,68.470001,69.110001,61.016956,12766500
2016-10-31,69.430000,69.580002,69.230003,69.260002,61.149399,14336300
2016-11-01,69.480003,69.779999,68.330002,68.970001,60.893345,15564500
2016-11-02,68.650002,68.849998,68.010002,68.680000,60.637314,12449800
2016-11-03,68.860001,69.190002,68.220001,68.379997,60.372440,10369700
2016-11-04,68.489998,68.559998,67.639999,67.760002,59.825050,13571300
2016-11-07,69.080002,69.970001,69.000000,69.879997,61.696785,16515100
2016-11-08,69.699997,70.550003,69.239998,70.029999,61.829224,17531700
2016-11-09,71.459999,74.150002,71.320000,73.250000,64.672157,50948400
2016-11-10,74.220001,77.250000,74.220001,76.650002,67.674004,56192300
2016-11-11,76.300003,76.720001,75.769997,76.690002,67.709305,27574300
2016-11-14,77.250000,80.440002,77.250000,79.510002,70.199074,46130700
2016-11-15,78.370003,79.410004,77.779999,79.360001,70.066635,28126300
2016-11-16,78.220001,78.349998,76.879997,77.400002,68.336182,26054900
2016-11-17,77.930000,78.459999,77.599998,78.019997,68.883568,19306700
2016-11-18,77.959999,78.419998,77.550003,77.709999,68.609863,19770000
2016-11-21,78.000000,78.169998,77.290001,78.050003,68.910049,11983500
2016-11-22,78.349998,78.559998,77.760002,78.529999,69.333839,14410100
2016-11-23,78.870003,79.239998,77.889999,78.860001,69.625168,13373700
2016-11-25,79.099998,79.449997,78.470001,78.830002,69.598694,6185700
2016-11-28,78.180000,78.870003,78.019997,78.320000,69.148422,13007200
2016-11-29,78.389999,79.160004,78.389999,78.919998,69.678177,14144100
2016-11-30,79.919998,80.529999,79.699997,80.169998,70.781784,25351900
2016-12-01,80.650002,82.279999,80.650002,81.790001,72.212067,23823600
2016-12-02,81.800003,81.830002,80.900002,81.599998,72.044319,16931500
2016-12-05,82.300003,83.290001,82.290001,83.260002,73.509941,18529800
2016-12-06,83.599998,83.809998,82.430000,83.690002,73.889587,16130000
2016-12-07,83.550003,84.089996,82.849998,84.070000,74.225067,18996900
2016-12-08,84.230003,85.500000,83.940002,85.120003,75.152138,20844900
2016-12-09,85.019997,85.500000,84.139999,85.489998,75.478790,14567200
2016-12-12,85.360001,85.790001,84.290001,84.730003,74.807785,14511300
2016-12-13,84.980003,85.669998,83.820000,84.760002,74.834290,16669000
2016-12-14,83.879997,86.120003,83.760002,84.730003,74.807785,22622600
2016-12-15,85.400002,86.489998,84.900002,86.000000,75.929062,19438900
2016-12-16,86.290001,86.290001,84.889999,84.940002,74.993202,23008500
2016-12-19,84.800003,85.440002,84.190002,85.430000,75.425827,21685100
2016-12-20,85.790001,86.540001,85.550003,86.529999,76.397003,14587300
2016-12-21,86.430000,86.809998,86.029999,86.750000,76.591255,11400500
2016-12-22,86.440002,87.169998,86.209999,86.889999,76.714859,13924200
2016-12-23,87.000000,87.150002,86.400002,87.050003,76.856125,10759400
2016-12-27,87.050003,87.160004,86.750000,87.129997,76.926743,6946400
2016-12-28,87.160004,87.389999,86.349998,86.500000,76.370522,9455600
2016-12-29,86.580002,86.669998,85.040001,85.889999,75.831963,14689000
2016-12-30,86.099998,86.419998,85.660004,86.290001,76.185112,13617800
2017-01-03,87.339996,87.760002,85.980003,87.230003,77.015022,20550700
2017-01-04,86.959999,87.180000,86.400002,86.910004,77.157074,15266600
2017-01-05,86.809998,87.110001,85.260002,86.110001,76.446846,14300800
2017-01-06,86.389999,86.620003,85.940002,86.120003,76.455742,12893300
2017-01-09,85.730003,86.769997,85.519997,86.180000,76.509003,12806600
2017-01-10,86.070000,86.900002,85.720001,86.430000,76.730957,13989000
2017-01-11,86.430000,87.080002,85.910004,87.080002,77.308022,14713100
2017-01-12,86.760002,87.269997,86.019997,86.239998,76.562271,21337400
2017-01-13,87.110001,88.169998,86.099998,86.699997,76.970642,28296000
2017-01-17,84.930000,85.220001,83.279999,83.550003,74.174141,30024600
2017-01-18,83.629997,84.230003,83.029999,83.940002,74.520370,21270100
2017-01-19,84.059998,84.669998,83.120003,83.300003,73.952194,16555600
2017-01-20,83.430000,83.830002,83.290001,83.669998,74.280663,18436800
2017-01-23,83.300003,84.000000,83.209999,83.709999,74.316177,12179200
2017-01-24,83.919998,85.000000,83.559998,84.720001,75.212860,15175300
2017-01-25,85.839996,86.169998,85.169998,86.029999,76.375824,17551000
2017-01-26,85.949997,86.949997,85.949997,86.750000,77.015022,15962800
2017-01-27,86.660004,86.980003,86.269997,86.930000,77.174820,12535400
2017-01-30,86.190002,86.500000,85.320000,86.029999,76.375824,13661900
2017-01-31,85.599998,86.150002,84.089996,84.629997,75.132927,15655100
2017-02-01,85.540001,86.099998,84.680000,84.949997,75.417015,15430900
2017-02-02,84.339996,84.910004,84.160004,84.589996,75.097427,11081400
2017-02-03,86.190002,87.309998,85.870003,87.180000,77.396774,17885200
2017-02-06,86.790001,87.449997,86.610001,86.769997,77.032791,11828400
2017-02-07,87.139999,87.400002,86.480003,86.720001,76.988403,9392800
2017-02-08,86.180000,86.309998,85.370003,85.959999,76.313698,13970900
2017-02-09,85.959999,87.330002,85.959999,87.199997,77.414536,13749100
2017-02-10,87.480003,87.480003,86.889999,87.000000,77.236984,10992500
2017-02-13,87.440002,88.739998,87.430000,88.150002,78.257919,18739100
2017-02-14,88.300003,89.699997,88.110001,89.559998,79.509705,17932100
2017-02-15,90.080002,90.870003,89.349998,90.589996,80.424095,17381800
2017-02-16,90.400002,91.040001,89.769997,90.529999,80.370865,17672700
2017-02-17,89.820000,90.470001,89.690002,90.230003,80.104530,15776600
2017-02-21,90.510002,91.150002,90.459999,91.010002,80.796982,14068300
2017-02-22,90.519997,91.300003,90.419998,91.059998,80.841377,11839000
2017-02-23,91.180000,91.339996,90.519997,91.129997,80.903496,11067000
2017-02-24,90.180000,90.540001,89.730003,90.330002,80.193298,15062300
2017-02-27,90.320000,90.730003,90.019997,90.430000,80.282066,12361000
2017-02-28,89.849998,90.820000,89.589996,90.620003,80.450760,15183500
2017-03-01,92.790001,93.980003,92.610001,93.599998,83.096344,24451400
2017-03-02,93.870003,93.919998,92.029999,92.139999,81.800186,16862500
2017-03-03,92.139999,93.110001,92.139999,92.800003,82.386124,12817500
2017-03-06,92.250000,92.320000,91.099998,91.919998,81.604866,15059200
2017-03-07,91.639999,92.089996,91.209999,91.410004,81.152100,11156800
2017-03-08,92.680000,92.849998,91.099998,91.209999,80.974533,17378400
2017-03-09,91.599998,92.139999,91.150002,91.570000,81.294151,13726200
2017-03-10,91.949997,92.000000,90.529999,91.279999,81.036682,13729900
2017-03-13,91.309998,91.779999,90.930000,91.360001,81.107727,10004300
2017-03-14,91.019997,91.650002,90.769997,91.510002,81.240875,10237700
2017-03-15,91.800003,92.550003,91.129997,91.730003,81.436188,16601400
2017-03-16,92.029999,92.809998,91.570000,91.639999,81.356270,14492000
2017-03-17,91.830002,92.040001,90.650002,90.680000,80.504013,21734700
2017-03-20,90.269997,91.169998,89.790001,90.029999,79.926956,14623600
2017-03-21,90.360001,90.639999,87.059998,87.389999,77.583214,33089200
2017-03-22,86.889999,88.070000,86.010002,87.529999,77.707489,21741000
2017-03-23,87.209999,88.500000,87.089996,87.389999,77.583214,16090100
2017-03-24,87.790001,88.089996,86.769997,87.290001,77.494431,16093200
2017-03-27,85.529999,87.400002,85.230003,87.239998,77.450043,16689300
2017-03-28,87.019997,89.019997,86.980003,88.599998,78.657433,16264400
2017-03-29,88.599998,88.820000,88.080002,88.269997,78.364456,10207600
2017-03-30,88.199997,89.459999,88.120003,89.029999,79.039177,11631000
2017-03-31,88.709999,88.739998,87.750000,87.839996,77.982719,16987600
2017-04-03,87.989998,88.169998,86.599998,87.519997,77.698624,19831800
2017-04-04,86.889999,87.669998,86.720001,87.309998,77.957558,14280800
2017-04-05,88.419998,88.540001,86.129997,86.190002,77.400795,17635500
2017-04-06,85.980003,86.910004,85.250000,86.480003,77.661217,14379600
2017-04-07,85.930000,86.809998,85.709999,86.180000,77.391823,13097100
2017-04-10,86.080002,86.690002,85.400002,85.879997,77.122383,15081600
2017-04-11,85.540001,85.790001,84.800003,85.730003,76.987694,14690500
2017-04-12,85.930000,85.949997,85.029999,85.400002,76.691338,14730600
2017-04-13,85.500000,86.989998,84.400002,84.400002,75.793320,30529800
2017-04-17,84.440002,86.080002,84.370003,85.860001,77.104446,19071700
2017-04-18,85.360001,85.629997,84.739998,85.160004,76.475815,14127000
2017-04-19,85.500000,85.919998,84.360001,84.459999,75.847198,17588500
2017-04-20,84.980003,85.779999,84.550003,85.550003,76.826057,15635800
2017-04-21,85.500000,85.680000,84.510002,84.519997,75.901093,19820600
2017-04-24,86.550003,88.050003,86.419998,87.500000,78.577209,25468300
2017-04-25,88.550003,89.129997,88.260002,88.260002,79.259697,18253800
2017-04-26,88.349998,89.050003,88.139999,88.430000,79.412369,12832200
2017-04-27,88.370003,88.370003,87.010002,87.610001,78.675987,13329000
2017-04-28,87.599998,87.849998,86.949997,87.000000,78.128181,10755600
2017-05-01,87.360001,87.739998,86.559998,87.059998,78.182068,15712300
2017-05-02,86.709999,86.879997,86.019997,86.500000,77.679176,14414200
2017-05-03,86.059998,87.099998,86.019997,87.000000,78.128181,11540500
2017-05-04,87.690002,87.730003,86.570000,87.099998,78.217987,11540100
2017-05-05,87.250000,87.339996,86.419998,87.000000,78.128181,9436000
2017-05-08,87.040001,87.320000,86.650002,87.099998,78.217987,8162200
2017-05-09,87.260002,87.839996,86.500000,86.750000,77.903671,10273900
2017-05-10,86.529999,87.480003,86.470001,87.430000,78.514343,8334900
2017-05-11,87.089996,87.480003,86.349998,87.160004,78.271881,10907400
2017-05-12,86.680000,87.050003,86.339996,86.919998,78.056343,8738800
2017-05-15,87.099998,87.489998,86.860001,87.339996,78.433517,8835600
2017-05-16,87.360001,88.089996,87.339996,87.610001,78.675987,9795000
2017-05-17,87.610001,87.610001,83.970001,84.269997,75.676582,24679700
2017-05-18,84.070000,84.800003,83.360001,83.959999,75.398178,23350100
2017-05-19,84.209999,85.339996,84.150002,84.779999,76.134567,13412900
2017-05-22,85.180000,85.290001,84.209999,84.699997,76.062721,11636000
2017-05-23,84.750000,86.070000,84.510002,85.760002,77.014626,11753000
2017-05-24,85.879997,85.970001,85.239998,85.709999,76.969757,9833800
2017-05-25,85.989998,86.080002,85.080002,85.349998,76.646446,12238500
2017-05-26,85.110001,85.559998,85.019997,85.360001,76.655426,8113500
2017-05-30,85.129997,85.150002,83.779999,83.900002,75.344307,12603200
2017-05-31,83.730003,83.820000,81.639999,82.150002,73.772781,28327900
2017-06-01,82.459999,83.080002,81.650002,83.059998,74.589973,17123500
2017-06-02,82.290001,82.989998,81.980003,82.639999,74.212791,14998500
2017-06-05,82.639999,83.510002,82.580002,82.790001,74.347519,9080200
2017-06-06,82.290001,83.220001,82.129997,82.959999,74.500160,12196800
2017-06-07,83.309998,84.110001,83.099998,83.910004,75.353294,13711100
2017-06-08,83.910004,85.730003,83.889999,84.949997,76.287231,17951000
2017-06-09,85.510002,87.050003,85.389999,86.959999,78.092255,19120200
2017-06-12,86.959999,87.739998,86.889999,86.980003,78.110229,16053400
2017-06-13,87.550003,87.849998,86.980003,87.269997,78.370659,12557200
2017-06-14,86.769997,87.309998,85.820000,87.089996,78.209007,16175700
2017-06-15,86.250000,87.080002,86.239998,86.570000,77.742043,12509700
2017-06-16,86.849998,86.959999,86.019997,86.180000,77.391823,16936600
2017-06-19,86.970001,88.230003,86.849998,88.070000,79.089088,15972300
2017-06-20,87.750000,87.919998,87.370003,87.519997,78.595154,11197800
2017-06-21,87.480003,87.550003,86.760002,87.120003,78.235954,10005900
2017-06-22,86.930000,87.360001,86.650002,87.019997,78.146141,12180600
2017-06-23,87.660004,88.000000,86.610001,86.860001,78.002472,18812000
2017-06-26,87.010002,87.669998,86.620003,87.239998,78.343712,10082400
2017-06-27,87.709999,88.940002,87.500000,88.050003,79.071121,15415200
2017-06-28,88.599998,90.070000,88.599998,89.820000,80.660606,17466200
2017-06-29,92.339996,92.650002,90.309998,91.150002,81.854996,27697800
2017-06-30,91.959999,92.000000,91.160004,91.400002,82.079498,16892700
2017-07-03,91.559998,93.480003,91.410004,92.750000,83.749992,13208100
2017-07-05,93.120003,93.790001,92.610001,93.680000,84.589737,17535400
2017-07-06,93.540001,94.510002,92.879997,93.379997,84.318855,16596100
2017-07-07,93.959999,94.169998,93.230003,93.849998,84.743248,12817800
2017-07-10,93.500000,93.680000,93.089996,93.190002,84.147278,13987200
2017-07-11,93.330002,93.330002,92.279999,92.830002,83.822220,13262300
2017-07-12,92.610001,92.830002,92.070000,92.510002,83.533279,13540100
2017-07-13,92.690002,93.379997,92.339996,93.099998,84.066010,12820100
2017-07-14,90.809998,92.610001,90.580002,92.250000,83.298492,22235200
2017-07-17,91.820000,91.989998,91.250000,91.389999,82.521950,14374200
2017-07-18,90.449997,91.580002,90.320000,91.070000,82.232994,14719400
2017-07-19,91.339996,91.620003,91.000000,91.199997,82.350380,11651200
2017-07-20,91.150002,91.720001,90.900002,91.199997,82.350380,11561700
2017-07-21,91.059998,91.360001,90.519997,90.889999,82.070465,10971300
2017-07-24,90.959999,91.540001,90.910004,91.279999,82.422615,10725100
2017-07-25,92.370003,93.519997,92.269997,92.800003,83.795128,16447700
2017-07-26,93.099998,93.190002,91.680000,91.930000,83.009552,11815500
