Date,Open,High,Low,Close,Adj Close,Volume
2017-06-28,59.060001,59.250000,58.799999,59.180000,55.084068,5419200
2017-06-29,59.169998,59.180000,57.959999,58.360001,54.320835,7421200
2017-06-30,58.680000,58.950001,58.290001,58.310001,54.274296,8117100
2017-07-03,58.900002,58.990002,58.250000,58.250000,54.218452,4575300
2017-07-05,58.430000,58.500000,57.799999,57.939999,53.929897,7773600
2017-07-06,57.799999,57.919998,57.400002,57.599998,53.613430,8886600
2017-07-07,57.790001,58.360001,57.540001,58.040001,54.022984,7278300
2017-07-10,58.180000,58.349998,57.750000,57.810001,53.808903,4832100
2017-07-11,57.910000,58.080002,57.529999,57.900002,53.892662,5422300
2017-07-12,58.209999,58.709999,58.020000,58.540001,54.488365,7141900
2017-07-13,58.799999,58.869999,58.119999,58.380001,54.339451,8460200
2017-07-14,58.400002,58.919998,58.279999,58.759998,54.693146,5441400
2017-07-17,58.730000,58.869999,58.279999,58.330002,54.292904,6774500
2017-07-18,58.119999,58.580002,57.689999,58.209999,54.181210,7857500
2017-07-19,58.150002,58.410000,57.900002,58.110001,54.088135,8203600
2017-07-20,58.410000,58.840000,58.000000,58.029999,54.013672,10546700
2017-07-21,57.919998,58.259998,57.830002,57.980000,53.967133,6717200
2017-07-24,58.000000,58.250000,57.930000,58.020000,54.004368,7442600
2017-07-25,58.220001,58.840000,57.980000,58.549999,54.497681,7933100
2017-07-26,58.799999,58.840000,57.779999,57.939999,53.929897,8775900
2017-07-27,58.250000,59.660000,57.930000,59.500000,55.381931,23286700
2017-07-28,55.230000,55.959999,53.410000,54.000000,50.262589,53454800
2017-07-31,54.480000,54.680000,53.950001,53.980000,50.243973,20299400
2017-08-01,54.570000,54.790001,53.970001,54.730000,50.942062,18120900
2017-08-02,54.750000,55.450001,54.669998,55.430000,51.593616,14764900
2017-08-03,55.639999,56.119999,55.500000,55.680000,51.826317,13331500
2017-08-04,55.970001,56.049999,55.090000,55.439999,51.602921,9179800
2017-08-07,55.599998,55.930000,55.419998,55.630001,51.779781,7253900
2017-08-08,55.549999,55.580002,54.360001,54.520000,50.975685,11095300
2017-08-09,54.430000,54.430000,53.299999,53.740002,50.246391,16717700
2017-08-10,53.520000,53.750000,52.990002,53.070000,49.619949,13235300
2017-08-11,53.049999,53.400002,53.049999,53.180000,49.722805,9235000
2017-08-14,53.599998,53.599998,53.180000,53.220001,49.760204,7426500
2017-08-15,53.410000,53.419998,52.889999,53.150002,49.694748,6674600
2017-08-16,53.259998,53.919998,53.250000,53.500000,50.021992,7667100
2017-08-17,53.320000,53.779999,52.990002,53.040001,49.591896,7451700
2017-08-18,52.919998,53.090000,52.580002,52.700001,49.274006,10370500
2017-08-21,53.139999,53.520000,52.799999,53.150002,49.694748,12753200
2017-08-22,53.490002,54.740002,53.389999,54.450001,50.910236,14547600
2017-08-23,53.959999,54.099998,53.650002,54.080002,50.564293,11838500
2017-08-24,54.259998,54.450001,53.770000,53.939999,50.433384,8716700
2017-08-25,54.619999,54.689999,54.189999,54.360001,50.826084,8601100
2017-08-28,54.540001,54.580002,54.020000,54.400002,50.863487,6643700
2017-08-29,54.040001,54.290001,54.000000,54.099998,50.582981,6212400
2017-08-30,54.040001,54.619999,54.040001,54.520000,50.975685,5596600
2017-08-31,54.680000,54.990002,54.570000,54.860001,51.293579,8245300
2017-09-01,54.900002,55.160000,54.880001,54.930000,51.359028,7696300
2017-09-05,54.950001,55.200001,54.599998,55.130001,51.546028,9160500
2017-09-06,55.119999,55.279999,54.130001,54.310001,50.779339,11372300
2017-09-07,54.419998,54.680000,53.250000,53.470001,49.993942,13801900
2017-09-08,53.389999,53.779999,53.049999,53.490002,50.012646,11774500
2017-09-11,53.790001,54.130001,53.610001,54.020000,50.508183,9314100
2017-09-12,53.980000,54.049999,53.330002,53.540001,50.059399,10339400
2017-09-13,53.549999,54.720001,53.490002,54.290001,50.760639,12787900
2017-09-14,54.380001,54.709999,54.099998,54.529999,50.985035,8260800
2017-09-15,54.439999,54.790001,54.160000,54.669998,51.115940,10744800
2017-09-18,54.799999,54.970001,54.570000,54.689999,51.134632,6348400
2017-09-19,54.840000,54.880001,54.560001,54.619999,51.069180,5187100
2017-09-20,54.580002,55.180000,54.580002,55.150002,51.564732,7080000
2017-09-21,55.049999,55.169998,54.860001,55.009998,51.433830,7178500
2017-09-22,55.049999,55.200001,54.860001,55.090000,51.508629,6950000
2017-09-25,54.980000,55.220001,54.700001,54.950001,51.377735,10242700
2017-09-26,55.060001,55.220001,54.799999,55.130001,51.546028,8021900
2017-09-27,55.250000,55.599998,54.959999,54.990002,51.415131,8671300
2017-09-28,54.810001,55.080002,54.450001,54.500000,50.956985,7607500
2017-09-29,54.310001,54.470001,53.360001,53.709999,50.218338,11944400
2017-10-02,53.860001,54.040001,53.750000,53.810001,50.311844,5956000
2017-10-03,54.000000,54.340000,53.900002,53.990002,50.480141,6137100
2017-10-04,54.119999,54.200001,53.689999,53.930000,50.424042,5569100
2017-10-05,54.060001,54.970001,53.919998,54.599998,51.050484,7994300
2017-10-06,54.509998,55.450001,54.250000,55.169998,51.583424,10576300
2017-10-09,55.369999,55.490002,54.959999,55.020000,51.443176,5822900
2017-10-10,55.099998,55.849998,55.080002,55.419998,51.817169,6573900
2017-10-11,55.459999,55.799999,55.259998,55.639999,52.022877,8881900
2017-10-12,55.669998,56.270000,55.310001,55.970001,52.331417,7234300
2017-10-13,56.000000,56.430000,55.610001,55.720001,52.097672,6231100
2017-10-16,55.669998,55.799999,54.889999,54.910000,51.340332,7256900
2017-10-17,54.860001,55.230000,54.290001,54.509998,50.966331,11227300
2017-10-18,54.459999,55.430000,54.220001,55.209999,51.620819,8299500
2017-10-19,55.080002,55.540001,54.900002,55.400002,51.798485,5720200
2017-10-20,55.310001,55.400002,54.180000,54.570000,51.022434,11741100
2017-10-23,54.770000,54.939999,54.180000,54.270000,50.741936,10111100
2017-10-24,54.369999,54.560001,54.020000,54.279999,50.751282,7818500
2017-10-25,54.240002,54.389999,53.660000,54.160000,50.639088,8281200
2017-10-26,54.500000,55.750000,54.500000,54.910000,51.340332,12211400
2017-10-27,54.830002,55.119999,54.680000,54.880001,51.312283,9922600
2017-10-30,54.790001,55.230000,54.400002,55.169998,51.583424,6430900
2017-10-31,55.160000,55.310001,54.700001,54.840000,51.274879,8857800
2017-11-01,55.099998,55.590000,54.939999,55.130001,51.546028,7189800
2017-11-02,55.150002,55.389999,54.770000,54.869999,51.302929,16879000
2017-11-03,54.160000,56.939999,54.049999,56.029999,52.387524,28773800
2017-11-06,55.990002,56.689999,55.630001,56.570000,52.892414,10835700
2017-11-07,56.330002,57.290001,56.330002,57.220001,53.500153,11167400
2017-11-08,57.029999,58.009998,57.000000,57.910000,54.145298,13533700
2017-11-09,57.200001,57.660000,56.790001,57.360001,53.631058,14778900
2017-11-10,57.360001,57.389999,56.540001,57.040001,53.331856,7930300
2017-11-13,56.810001,57.139999,56.549999,56.639999,52.957863,7648200
2017-11-14,56.470001,57.000000,56.410000,56.930000,53.229012,7758200
2017-11-15,56.820000,57.060001,56.509998,56.700001,53.294804,8880500
2017-11-16,56.919998,57.419998,56.750000,57.240002,53.802376,8310200
2017-11-17,57.240002,57.430000,56.840000,56.930000,53.510998,6310800
2017-11-20,56.669998,57.049999,56.580002,56.810001,53.398205,6360100
2017-11-21,56.959999,57.560001,56.880001,57.259998,53.821175,6284300
2017-11-22,57.070000,57.180000,56.799999,57.139999,53.708385,7308500
2017-11-24,57.189999,57.189999,56.709999,56.799999,53.388805,3479000
2017-11-27,56.830002,56.919998,55.750000,55.910000,52.552254,10580300
2017-11-28,56.029999,56.720001,55.910000,56.660000,53.257206,9734400
2017-11-29,56.709999,57.680000,56.700001,57.509998,54.056160,10017900
2017-11-30,57.639999,58.139999,57.470001,57.820000,54.347546,11509200
2017-12-01,57.500000,57.709999,56.459999,57.320000,53.877571,12756400
2017-12-04,57.540001,59.189999,57.500000,58.759998,55.231094,13302100
2017-12-05,59.250000,59.680000,58.910000,59.340000,55.776260,11295600
2017-12-06,59.380001,59.830002,59.230000,59.279999,55.719860,8458200
2017-12-07,59.119999,59.279999,58.759998,59.139999,55.588272,6033800
2017-12-08,58.520000,58.849998,58.099998,58.610001,55.090099,9950500
2017-12-11,58.389999,59.349998,58.290001,59.070000,55.522476,10286600
2017-12-12,58.990002,59.360001,58.869999,59.270000,55.710461,6042900
2017-12-13,59.439999,59.889999,59.299999,59.490002,55.917252,7726300
2017-12-14,59.730000,60.049999,59.439999,59.700001,56.114639,8945900
2017-12-15,59.250000,59.369999,58.160000,58.290001,54.789310,22595000
2017-12-18,58.439999,58.790001,57.889999,58.029999,54.544933,8751600
2017-12-19,58.130001,58.580002,57.930000,58.009998,54.526138,7945700
2017-12-20,58.220001,58.290001,57.689999,57.730000,54.262947,7188700
2017-12-21,57.939999,58.150002,57.490002,57.580002,54.121960,5974500
2017-12-22,57.570000,57.910000,57.119999,57.299999,53.858772,7148700
2017-12-26,57.270000,57.580002,57.049999,57.139999,53.708385,5546200
2017-12-27,57.189999,57.650002,57.180000,57.270000,53.830582,4812200
2017-12-28,57.470001,58.000000,57.299999,57.810001,54.338150,5044500
2017-12-29,57.740002,57.970001,57.419998,57.430000,53.980965,5365600
2018-01-02,57.950001,58.209999,57.480000,57.630001,54.168961,7216000
2018-01-03,57.930000,58.959999,57.799999,58.709999,55.184090,7478400
2018-01-04,58.990002,59.410000,58.730000,58.930000,55.390881,5775900
2018-01-05,59.250000,59.689999,59.070000,59.610001,56.030048,6047700
2018-01-08,59.480000,59.669998,58.560001,59.310001,55.748062,6335800
2018-01-09,59.200001,59.470001,58.860001,59.180000,55.625870,5233400
2018-01-10,60.000000,60.130001,58.860001,59.820000,56.227432,8656500
2018-01-11,59.520000,60.020000,59.450001,60.000000,56.396626,5806300
2018-01-12,60.400002,60.509998,59.650002,60.400002,56.772602,6989100
2018-01-16,60.330002,61.099998,60.299999,60.560001,56.923000,8040700
2018-01-17,61.000000,61.330002,60.520000,60.660000,57.016987,8433800
2018-01-18,61.430000,61.439999,60.740002,61.090000,57.421162,9170900
2018-01-19,61.209999,61.459999,60.950001,61.259998,57.580948,8361900
2018-01-22,61.040001,61.470001,60.770000,61.410000,57.721947,11945800
2018-01-23,61.320000,61.910000,61.139999,61.689999,57.985123,10806800
2018-01-24,61.509998,61.939999,60.230000,60.830002,57.176773,11911900
2018-01-25,61.029999,61.200001,60.400002,60.549999,56.913593,16225600
2018-01-26,57.939999,58.169998,56.549999,57.990002,54.507339,51851700
2018-01-29,57.549999,58.349998,56.910000,57.020000,53.595596,18899900
2018-01-30,56.959999,57.540001,56.740002,57.189999,53.755375,14341200
2018-01-31,57.230000,57.450001,56.700001,56.810001,53.398205,13118400
2018-02-01,56.279999,56.419998,55.889999,56.000000,52.636845,14690100
2018-02-02,55.900002,56.320000,55.700001,55.770000,52.420658,15358900
2018-02-05,55.529999,56.259998,54.570000,54.689999,51.405521,16060000
2018-02-06,53.689999,56.060001,53.560001,55.610001,52.270275,17415100
2018-02-07,55.080002,55.430000,54.439999,54.459999,51.466980,13927000
2018-02-08,54.500000,54.790001,53.750000,53.770000,50.814907,17736700
2018-02-09,54.200001,55.060001,53.650002,54.580002,51.580383,19382000
2018-02-12,54.860001,55.730000,54.549999,55.380001,52.336422,10969000
2018-02-13,55.250000,55.720001,55.020000,55.669998,52.610485,10416400
2018-02-14,55.470001,56.700001,55.290001,55.990002,52.912895,14190300
2018-02-15,56.360001,56.830002,55.900002,56.580002,53.470478,10294900
2018-02-16,56.650002,57.049999,56.340000,56.480000,53.375965,10151300
2018-02-20,56.290001,56.540001,55.830002,55.970001,52.893997,9450900
2018-02-21,55.930000,56.740002,55.860001,56.099998,53.016853,7851000
2018-02-22,55.950001,56.139999,55.259998,55.400002,52.355331,10172400
2018-02-23,55.650002,56.150002,54.799999,56.139999,53.054657,11394400
2018-02-26,56.419998,57.349998,56.320000,57.169998,54.028046,8713800
2018-02-27,57.290001,57.639999,56.560001,56.570000,53.461025,8821400
2018-02-28,56.840000,57.919998,56.830002,57.099998,53.961895,11541100
2018-03-01,57.000000,57.560001,55.830002,56.169998,53.082996,11127600
2018-03-02,55.720001,57.200001,55.680000,56.930000,53.801231,11555100
2018-03-05,56.830002,57.419998,56.680000,56.990002,53.857937,7835400
2018-03-06,57.250000,57.250000,56.540001,57.029999,53.895737,8046800
2018-03-07,56.619999,57.169998,56.619999,57.029999,53.895737,7044100
2018-03-08,57.290001,57.799999,57.130001,57.470001,54.311558,7434700
2018-03-09,57.669998,58.630001,57.669998,58.459999,55.247147,9539600
2018-03-12,58.669998,59.680000,58.480000,59.400002,56.135490,10550300
2018-03-13,59.700001,60.700001,58.889999,59.049999,55.804726,10411400
2018-03-14,59.279999,59.720001,58.709999,58.830002,55.596821,6488500
2018-03-15,58.930000,60.070000,58.820000,59.369999,56.107136,7377000
2018-03-16,59.380001,59.650002,58.939999,59.000000,55.757473,13030900
2018-03-19,58.700001,58.849998,57.799999,58.299999,55.095947,9350600
2018-03-20,58.450001,58.980000,58.450001,58.660000,55.436153,5888400
2018-03-21,58.750000,59.549999,58.389999,58.470001,55.256599,6569100
2018-03-22,58.029999,58.720001,57.750000,57.770000,54.595066,6846500
2018-03-23,57.779999,57.930000,56.310001,56.310001,53.215309,9476800
2018-03-26,56.959999,58.000000,56.549999,57.799999,54.623425,8444900
2018-03-27,58.099998,58.500000,57.139999,57.459999,54.302105,7562900
2018-03-28,57.500000,58.099998,57.220001,57.900002,54.717930,9301900
2018-03-29,57.259998,58.139999,56.830002,57.889999,54.708477,12015200
2018-04-02,57.520000,57.730000,55.380001,56.240002,53.149166,16778300
2018-04-03,56.549999,58.049999,56.450001,58.000000,54.812431,10908200
2018-04-04,57.250000,58.970001,57.209999,58.830002,55.596821,7893100
2018-04-05,59.000000,59.270000,58.860001,59.139999,55.889778,6305100
2018-04-06,58.779999,59.139999,58.090000,58.340000,55.133747,8264500
2018-04-09,58.540001,59.369999,58.419998,58.700001,55.473961,8023800
2018-04-10,59.110001,59.490002,58.869999,59.410000,56.144947,6545000
2018-04-11,59.189999,59.709999,59.000000,59.419998,56.154388,5508000
2018-04-12,59.660000,60.119999,59.419998,59.430000,56.163845,6088200
2018-04-13,59.000000,59.549999,58.959999,59.240002,55.984283,6689800
2018-04-16,59.130001,59.689999,58.840000,59.430000,56.163845,6119200
2018-04-17,59.750000,60.000000,59.400002,59.830002,56.541862,6139600
2018-04-18,59.730000,59.830002,59.439999,59.500000,56.229992,5914200
2018-04-19,59.419998,59.490002,58.730000,59.220001,55.965378,6280100
2018-04-20,59.029999,59.180000,57.799999,58.000000,54.812431,12037600
2018-04-23,58.009998,58.730000,57.689999,58.160000,54.963634,8444400
2018-04-24,58.480000,58.660000,57.650002,57.810001,54.632874,7793600
2018-04-25,58.270000,58.270000,57.290001,57.709999,54.538368,8367400
2018-04-26,58.110001,60.180000,57.849998,59.380001,56.116585,14516600
2018-04-27,58.070000,58.980000,57.500000,58.360001,55.152645,11975200
2018-04-30,58.389999,58.509998,57.459999,57.570000,54.406063,7854600
2018-05-01,57.669998,58.250000,57.439999,58.130001,54.935287,7257500
2018-05-02,58.060001,58.090000,56.529999,56.700001,53.583874,7299100
2018-05-03,56.520000,56.570000,55.540001,56.130001,53.045204,7152400
2018-05-04,56.540001,57.930000,56.490002,57.680000,54.510017,9279200
2018-05-07,58.990002,59.040001,57.270000,57.450001,54.292656,10630600
2018-05-08,57.450001,57.709999,57.000000,57.669998,54.500565,7234000
2018-05-09,57.430000,57.619999,56.790001,57.040001,54.187073,7015300
2018-05-10,57.180000,57.700001,57.020000,57.650002,54.766560,6565800
2018-05-11,57.720001,57.860001,57.070000,57.270000,54.405571,5843400
2018-05-14,57.360001,57.509998,56.990002,57.130001,54.272579,5871800
2018-05-15,57.000000,57.099998,56.349998,56.639999,53.807076,7415800
2018-05-16,56.830002,57.330002,56.790001,57.150002,54.291569,4843900
2018-05-17,57.200001,57.349998,56.980000,57.200001,54.339062,6110100
2018-05-18,57.270000,57.389999,56.860001,57.160000,54.301067,7786000
2018-05-21,57.400002,57.820000,57.259998,57.340000,54.472073,5379300
2018-05-22,57.500000,57.619999,56.910000,56.959999,54.111073,5355600
2018-05-23,56.799999,57.570000,56.759998,57.490002,54.614567,5339900
2018-05-24,57.439999,57.740002,57.119999,57.680000,54.795063,5681600
2018-05-25,57.680000,58.380001,57.580002,57.919998,55.023056,6783800
2018-05-29,57.700001,57.880001,57.009998,57.230000,54.367569,6475900
2018-05-30,57.430000,57.660000,57.150002,57.480000,54.605064,5762400
2018-05-31,57.180000,57.470001,56.549999,56.669998,53.835571,9433000
2018-06-01,56.840000,57.029999,56.610001,56.910000,54.063572,4967700
2018-06-04,57.099998,57.200001,56.799999,57.070000,54.215569,7484100
2018-06-05,56.689999,56.700001,55.279999,55.680000,52.895096,18278800
2018-06-06,55.840000,57.180000,55.619999,57.169998,54.310570,13709800
2018-06-07,57.290001,57.939999,57.090000,57.139999,54.282074,7919800
2018-06-08,56.919998,57.060001,56.520000,56.599998,53.769077,8433500
2018-06-11,56.610001,56.740002,56.270000,56.480000,53.655079,7181700
2018-06-12,56.599998,56.900002,56.299999,56.480000,53.655079,8249700
2018-06-13,56.509998,56.700001,56.180000,56.209999,53.398586,8283200
2018-06-14,56.459999,57.070000,56.310001,57.020000,54.168076,11049700
2018-06-15,57.040001,57.209999,56.459999,57.110001,54.253571,12408300
2018-06-18,56.770000,57.320000,56.110001,57.220001,54.358070,9676900
2018-06-19,56.650002,57.500000,56.340000,57.430000,54.557568,9965500
2018-06-20,54.830002,55.009998,51.580002,52.220001,49.608147,62091100
2018-06-21,52.290001,52.630001,50.360001,50.619999,48.088173,30723000
2018-06-22,51.000000,51.720001,50.820000,51.240002,48.677166,24429600
2018-06-25,51.160000,51.439999,50.209999,50.660000,48.126179,15578600
2018-06-26,50.509998,50.630001,50.110001,50.380001,47.860184,12930600
2018-06-27,50.520000,50.529999,49.840000,49.840000,47.347195,14576900
2018-06-28,49.450001,49.480000,47.369999,48.540001,46.112209,33210100
2018-06-29,48.080002,49.259998,48.080002,48.849998,46.406700,17413000
2018-07-02,48.639999,49.099998,48.549999,49.060001,46.606205,9870900
2018-07-03,49.150002,49.299999,48.759998,48.770000,46.330711,7517500
2018-07-05,48.919998,49.029999,48.400002,48.610001,46.178715,9630500
2018-07-06,48.900002,49.189999,48.580002,48.980000,46.530205,10712000
2018-07-09,49.209999,50.049999,49.209999,49.900002,47.404194,12811700
2018-07-10,50.080002,50.509998,49.959999,50.419998,47.898186,9038000
2018-07-11,50.220001,50.480000,50.020000,50.139999,47.632183,9542400
2018-07-12,50.360001,50.660000,50.200001,50.250000,47.736679,9339200
2018-07-13,50.259998,51.650002,50.259998,51.619999,49.038162,21718400
2018-07-16,51.549999,51.549999,50.689999,50.939999,48.392170,16974900
2018-07-17,50.660000,51.299999,50.599998,51.279999,48.715164,11421300
2018-07-18,51.340000,51.619999,51.000000,51.150002,48.591671,13549500
2018-07-19,51.110001,51.490002,51.000000,51.340000,48.772160,11415600
2018-07-20,51.060001,51.240002,50.750000,50.910000,48.363678,11024100
2018-07-23,50.759998,51.270000,50.759998,51.189999,48.629665,8406800
2018-07-24,51.299999,51.720001,51.060001,51.169998,48.610664,9921500
2018-07-25,51.009998,51.720001,51.009998,51.619999,49.038162,11368000
2018-07-26,51.680000,51.840000,51.340000,51.450001,48.876663,11114800
2018-07-27,51.500000,52.599998,50.209999,52.150002,49.541660,15770300
2018-07-30,52.200001,52.849998,51.759998,51.900002,49.304157,14448400
2018-07-31,52.029999,52.689999,51.849998,52.389999,49.769650,9228200
2018-08-01,52.240002,52.240002,51.250000,51.930000,49.332657,11952400
2018-08-02,52.099998,52.349998,51.430000,51.680000,49.095158,13636400
2018-08-03,51.700001,52.450001,51.580002,52.230000,49.617645,8246100
2018-08-06,52.099998,52.270000,51.799999,52.070000,49.465652,6505800
2018-08-07,52.080002,52.209999,51.799999,52.070000,49.465652,5869400
2018-08-08,51.830002,51.930000,51.360001,51.549999,49.312595,7257200
2018-08-09,51.529999,52.020000,51.320000,51.919998,49.666534,7175400
2018-08-10,51.590000,51.630001,51.200001,51.509998,49.274330,10539300
2018-08-13,51.619999,51.959999,51.470001,51.810001,49.561314,7911300
2018-08-14,51.849998,52.740002,51.790001,52.590000,50.307461,9385400
2018-08-15,52.310001,52.939999,52.299999,52.750000,50.460514,9566000
2018-08-16,52.980000,53.360001,52.919998,53.040001,50.737926,8721200
2018-08-17,52.950001,53.610001,52.950001,53.560001,51.235359,8166900
2018-08-20,53.709999,54.160000,53.700001,53.919998,51.579735,9791200
2018-08-21,54.169998,54.439999,53.950001,54.000000,51.656261,7990000
2018-08-22,53.549999,53.639999,52.660000,52.820000,50.527477,10369600
2018-08-23,52.759998,53.189999,52.560001,52.660000,50.374424,8567600
2018-08-24,52.820000,52.919998,52.419998,52.750000,50.460514,9849800
2018-08-27,52.990002,53.180000,52.810001,52.970001,50.670967,6443200
2018-08-28,53.020000,53.470001,52.980000,53.049999,50.747490,7171900
2018-08-29,53.070000,53.439999,52.720001,53.250000,50.938812,6604900
2018-08-30,53.119999,53.410000,52.970001,53.099998,50.795326,5576400
2018-08-31,52.459999,53.709999,52.450001,53.450001,51.130127,10892800
2018-09-04,53.439999,53.689999,53.209999,53.529999,51.206657,8235200
2018-09-05,53.470001,53.980000,53.290001,53.790001,51.455376,7966300
2018-09-06,53.660000,54.349998,53.650002,54.209999,51.857147,7803400
2018-09-07,54.200001,54.959999,54.160000,54.860001,52.478939,10231700
2018-09-10,54.939999,55.110001,54.570000,54.970001,52.584160,8621000
2018-09-11,54.830002,55.400002,54.770000,55.119999,52.727654,7873900
2018-09-12,55.200001,55.200001,54.330002,54.970001,52.584160,7297300
2018-09-13,55.119999,55.570000,54.740002,54.889999,52.507629,8566600
2018-09-14,55.000000,55.000000,54.610001,54.750000,52.373711,6827700
2018-09-17,54.700001,54.860001,54.279999,54.570000,52.201527,9277200
2018-09-18,54.480000,55.279999,54.099998,55.070000,52.679821,7569600
2018-09-19,55.220001,55.790001,54.900002,55.430000,53.024189,7451600
2018-09-20,55.599998,56.730000,55.599998,56.430000,53.980793,10582600
2018-09-21,56.549999,57.570000,56.520000,57.450001,54.956520,25800500
2018-09-24,56.939999,57.360001,56.580002,56.689999,54.229500,10616000
2018-09-25,56.980000,57.290001,56.830002,56.900002,54.430393,9445500
2018-09-26,56.770000,57.840000,56.750000,57.270000,54.784332,7757300
2018-09-27,57.099998,57.790001,57.099998,57.340000,54.851299,6606200
2018-09-28,57.389999,57.389999,56.779999,56.840000,54.372997,8975900
2018-10-01,56.910000,56.950001,55.529999,55.580002,53.167686,12726900
2018-10-02,55.549999,56.009998,55.290001,55.590000,53.177254,12680800
2018-10-03,55.799999,56.110001,55.459999,55.470001,53.062462,7383500
2018-10-04,55.779999,56.080002,55.500000,55.889999,53.464237,9722000
2018-10-05,55.950001,55.950001,55.310001,55.759998,53.339870,9734000
2018-10-08,55.820000,56.750000,55.450001,56.540001,54.086021,9623900
2018-10-09,56.830002,59.700001,56.810001,57.709999,55.205235,24855700
2018-10-10,57.669998,57.869999,55.939999,56.009998,53.579018,14190500
2018-10-11,55.700001,56.270000,54.709999,54.860001,52.478939,15316900
2018-10-12,55.709999,56.779999,55.279999,56.450001,53.999928,13980500
2018-10-15,56.369999,57.189999,56.310001,56.750000,54.286900,10175100
2018-10-16,56.939999,58.009998,56.770000,57.810001,55.300900,11731400
2018-10-17,57.900002,59.400002,57.779999,59.099998,56.534912,14631000
2018-10-18,59.000000,59.529999,58.150002,58.639999,56.094872,12184700
2018-10-19,58.389999,59.070000,58.389999,58.660000,56.114006,10180500
2018-10-22,58.930000,59.360001,58.580002,58.900002,56.343590,8680200
2018-10-23,58.360001,59.299999,58.209999,58.810001,56.257496,12834200
2018-10-24,58.570000,59.279999,57.950001,58.060001,55.540051,12189700
2018-10-25,58.290001,59.470001,57.700001,58.959999,56.400986,9569600
2018-10-26,58.040001,58.360001,57.389999,58.070000,55.549614,13367600
2018-10-29,58.680000,59.680000,57.700001,58.369999,55.836594,14412800
2018-10-30,58.430000,58.869999,57.689999,58.590000,56.047047,14230100
2018-10-31,58.980000,59.119999,58.209999,58.270000,55.740932,11560400
2018-11-01,58.299999,59.070000,58.070000,58.630001,56.085304,18772400
2018-11-02,61.990002,65.680000,61.900002,64.320000,61.528343,45573000
2018-11-05,63.930000,65.129997,63.820000,64.480003,61.681400,23242600
2018-11-06,64.300003,66.080002,64.250000,66.010002,63.144993,16065400
2018-11-07,66.290001,68.209999,66.040001,68.160004,65.201683,16465000
2018-11-08,67.779999,68.980003,67.629997,68.720001,65.737389,14081700
2018-11-09,68.489998,68.959999,68.080002,68.599998,65.622581,8637200
2018-11-12,68.440002,68.940002,67.800003,67.910004,64.962524,12789600
2018-11-13,67.940002,68.279999,67.099998,67.410004,64.484222,16637000
2018-11-14,67.300003,67.949997,66.730003,67.040001,64.474609,13350500
2018-11-15,66.709999,67.760002,66.360001,67.620003,65.032425,15246500
2018-11-16,67.300003,68.529999,67.089996,68.160004,65.551758,9287900
2018-11-19,68.099998,68.470001,67.230003,67.910004,65.311325,10855400
2018-11-20,67.389999,67.879997,66.760002,67.180000,64.609261,11208900
2018-11-21,67.470001,67.980003,66.750000,66.769997,64.214951,10978100
2018-11-23,66.239998,66.239998,65.260002,65.699997,63.185898,7779800
2018-11-26,65.980003,66.120003,65.209999,65.690002,63.176277,13066800
2018-11-27,65.459999,66.550003,65.309998,66.080002,63.551350,13169100
2018-11-28,66.180000,66.989998,65.480003,66.820000,64.263031,12867600
2018-11-29,66.680000,67.279999,66.120003,66.879997,64.320732,9605500
2018-11-30,66.860001,67.379997,66.650002,66.720001,64.166862,27308900
2018-12-03,67.370003,68.059998,66.660004,67.500000,64.917007,13834300
2018-12-04,67.470001,68.150002,66.449997,66.650002,64.099541,13555100
2018-12-06,66.129997,66.669998,65.589996,66.550003,64.003365,17222200
2018-12-07,66.169998,66.639999,65.199997,65.470001,62.964695,11057500
2018-12-10,65.470001,65.800003,64.449997,65.489998,62.983932,12148300
2018-12-11,66.220001,66.919998,65.519997,65.919998,63.397480,10903100
2018-12-12,66.000000,66.930000,66.000000,66.129997,63.599434,11115800
2018-12-13,66.290001,67.220001,66.129997,66.910004,64.349594,10016200
2018-12-14,64.440002,65.839996,63.580002,65.339996,62.839657,16834000
2018-12-17,65.000000,65.629997,64.080002,64.470001,62.002964,15143100
2018-12-18,64.769997,65.400002,64.550003,64.919998,62.435745,10523500
2018-12-19,65.160004,65.900002,63.680000,64.059998,61.608643,14390100
2018-12-20,63.610001,63.799999,61.450001,62.150002,59.771736,20264600
2018-12-21,62.310001,63.209999,61.380001,61.389999,59.040817,23524900
2018-12-24,61.480000,61.820000,60.419998,60.560001,58.242584,6323300
2018-12-26,60.950001,63.230000,60.669998,63.080002,60.666157,16646200
2018-12-27,62.619999,63.240002,61.619999,63.200001,60.781555,11308100
2018-12-28,63.310001,64.120003,63.169998,63.389999,60.964287,7711900
2018-12-31,63.770000,64.610001,63.660000,64.400002,61.935635,7689800
2019-01-02,63.680000,64.370003,63.209999,64.320000,61.858704,10094000
2019-01-03,63.459999,63.720001,61.400002,61.529999,59.175465,14390100
2019-01-04,62.400002,64.250000,62.080002,63.570000,61.137402,12694400
2019-01-07,63.349998,64.239998,62.740002,63.570000,61.137402,10337600
2019-01-08,63.939999,64.290001,63.049999,63.619999,61.185478,10809700
2019-01-09,63.650002,64.040001,62.950001,63.880001,61.435539,13080300
2019-01-10,63.610001,64.389999,63.240002,64.190002,61.733681,10397600
2019-01-11,62.290001,63.840000,61.669998,63.730000,61.291275,13805700
